,Date,Open,High,Low,Close,Adj Close,Volume,SMA10,EMA10,SMA20,EMA20,SMA30,EMA30,SMA50,EMA50,SMA100,EMA100,SMA200,EMA200,RSI,STOCH_S,STOCH_M,CCI,ADX,ADX_D+,ADX_D-,AWS,MOM,MACD,MACD_S,STOCHRSI_K,STOCHRSI_D,WILLIAM,ULTIMATE
0,2020-05-19,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,283.6292724609375,95189300,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
1,2020-05-20,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,288.4476013183594,85861700,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
2,2020-05-21,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,286.4561462402344,78293900,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
3,2020-05-22,294.57000732421875,295.6300048828125,293.2200012207031,295.44000244140625,287.0001220703125,63958200,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
4,2020-05-26,301.92999267578125,302.19000244140625,295.4599914550781,299.0799865722656,290.5361633300781,88951400,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
5,2020-05-27,302.1199951171875,303.57000732421875,296.8699951171875,303.5299987792969,294.8590393066406,104817400,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
6,2020-05-28,304.6499938964844,306.8399963378906,302.239990234375,302.9700012207031,294.31500244140625,90405200,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
7,2020-05-29,302.4599914550781,304.9599914550781,299.4700012207031,304.32000732421875,295.6264343261719,119090800,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
8,2020-06-01,303.6199951171875,306.2099914550781,303.05999755859375,305.54998779296875,296.8212890625,55758300,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
9,2020-06-02,306.54998779296875,308.1300048828125,305.1000061035156,308.0799865722656,299.27899169921875,74267200,300.2749969482422,300.2749969482422,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
