,Date,Open,High,Low,Close,Adj Close,Volume,SMA10,EMA10,SMA20,EMA20,SMA30,EMA30,SMA50,EMA50,SMA100,EMA100,SMA200,EMA200,RSI,STOCH_S,STOCH_M,CCI,ADX,ADX_D+,ADX_D-,AWS,MOM,MACD,MACD_S,STOCHRSI_K,STOCHRSI_D,WILLIAM,ULTIMATE
0,2020-05-14,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,276.82928466796875,121977900,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
1,2020-05-15,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,278.1018371582031,111146300,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
2,2020-05-18,293.04998779296875,296.75,292.70001220703125,295.0,286.5727233886719,119703800,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
3,2020-05-19,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,283.6292419433594,95189300,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
4,2020-05-20,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,288.44757080078125,85861700,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
5,2020-05-21,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,286.4561462402344,78293900,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
6,2020-05-22,294.57000732421875,295.6300048828125,293.2200012207031,295.44000244140625,287.0001525878906,63958200,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
7,2020-05-26,301.92999267578125,302.19000244140625,295.4599914550781,299.0799865722656,290.5361633300781,88951400,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
8,2020-05-27,302.1199951171875,303.57000732421875,296.8699951171875,303.5299987792969,294.8590087890625,104817400,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
9,2020-05-28,304.6499938964844,306.8399963378906,302.239990234375,302.9700012207031,294.3150329589844,90405200,295.10499877929686,295.10499877929686,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
10,2020-05-29,302.4599914550781,304.9599914550781,299.4700012207031,304.32000732421875,295.6264953613281,119090800,297.0399993896484,296.7804548783736,,,,,,,,,,,,,,,0.0,0.0,0.0,,19.350006103515625,,,,,,
11,2020-06-01,303.6199951171875,306.2099914550781,303.05999755859375,305.54998779296875,296.82135009765625,55758300,298.9669982910156,298.37491540829996,,,,,,,,,,,,,,,0.0,0.0,0.0,,19.269989013671875,,,,,,
12,2020-06-02,306.54998779296875,308.1300048828125,305.1000061035156,308.0799865722656,299.2789611816406,74267200,300.2749969482422,300.13947380174824,,,,,,,,,,,,,,,0.0,0.0,0.0,,13.079986572265625,,,,,,
13,2020-06-03,310.239990234375,313.2200012207031,309.94000244140625,312.17999267578125,303.2619323730469,92567600,302.29599609375,302.3286590515724,,,,,,,,,,,87.66378477455545,,,,0.0,0.0,0.0,,20.209991455078125,,,,,-2.5851560052402527,
14,2020-06-04,311.1099853515625,313.0,309.0799865722656,311.3599853515625,302.4653625488281,75794400,303.73899536132814,303.97071837884334,,,,,,,,,,,84.58560119357841,,,,0.0,0.0,0.0,,14.42999267578125,,,,,-5.834427805070436,
15,2020-06-05,317.2300109863281,321.2699890136719,317.1600036621094,319.3399963378906,310.2174072265625,150524700,306.18499450683595,306.76513255321555,,,,,,,,,,,88.73214313934623,94.99929948195619,,,0.0,51.16004731187815,8.261501724197801,,24.459991455078125,,,,,-6.582517743820758,
16,2020-06-08,320.2200012207031,323.4100036621094,319.6300048828125,323.20001220703125,313.9671325683594,73641200,308.96099548339845,309.75329249027294,,,,,,,,,,,90.11703821853949,95.6385223757199,,,0.0,51.23782500607251,7.809016775116698,,27.760009765625,,,,,-0.667487323949127,
17,2020-06-09,320.29998779296875,323.2799987792969,319.3599853515625,320.7900085449219,311.62603759765625,77479200,311.1319976806641,311.75996813657275,,,,,,,,,,,83.23825221221543,94.69054716211399,95.10945633993003,,0.0,48.48349420201962,7.759519122576932,,21.71002197265625,,,,,-8.678353445888163,
18,2020-06-10,321.4200134277344,322.3900146484375,318.2200012207031,319.0,309.8870849609375,95000800,312.6789978027344,313.0763375662868,,,,,,,,,,,78.4485148471101,92.01555411958164,94.11487455247185,,0.0,45.67094582635979,8.895255558133151,,15.470001220703125,,,,,-14.6074968714178,
19,2020-06-11,311.4599914550781,312.1499938964844,300.010009765625,300.6099853515625,292.0224304199219,209243600,312.4429962158203,310.8097280727005,303.7739974975586,303.7739974975586,,,,,,,,,47.932385554579504,67.06413307105133,84.59007811758231,5.710633237790065,0.0,35.555503223138665,28.16388290057455,,-2.360015869140625,,,,,-75.52175046954004,
20,2020-06-12,308.239990234375,309.0799865722656,298.6000061035156,304.2099914550781,295.51959228515625,194678900,312.43199462890624,309.60977596040556,304.73599700927736,303.81552073160805,,,,,,,,,51.87866833555573,47.05888079508949,68.71285599524082,-5.49932842917371,0.0,31.419637168073205,26.452838736889277,,-0.110015869140625,,,,,-68.69411027377367,
21,2020-06-15,298.0199890136719,308.2799987792969,296.739990234375,307.04998779296875,298.2784729003906,135782700,312.5819946289063,309.1443599299625,305.7744964599609,304.1235652136424,,,,,,,,,54.789764284467935,31.480592810282314,48.53453555880771,-14.305792603658075,0.0,27.610980651264573,25.200057233595846,,1.5,,,,,-61.34236082583935,
22,2020-06-16,315.4800109863281,315.6400146484375,307.6700134277344,312.9599914550781,304.0196533203125,137627500,313.0699951171875,309.83811111634714,306.67249603271483,304.9651296175887,,,,,,,,,60.187296090225,43.59363356085638,40.71103572207606,51.570322406907,0.0,32.754025418819474,22.968180011505456,,4.8800048828125,,,,,-39.182628217817815,
23,2020-06-17,314.07000732421875,314.3900146484375,310.8599853515625,311.6600036621094,302.7568359375,83398900,313.0179962158203,310.1693643064857,307.65699615478513,305.6027366694478,,,,,,,,,58.53195432952887,51.806013420709455,42.29341326394938,46.36808795078242,0.0,31.518633860071628,22.10188356875703,,-0.519989013671875,,,,,-44.05697069421448,
24,2020-06-18,310.010009765625,312.29998779296875,309.510009765625,311.7799987792969,302.8733825683594,80828700,313.05999755859375,310.46220693790593,308.3994964599609,306.1910473465763,,,,,,,,,58.64501711146419,57.71778520533274,51.03914406229952,30.230185271487453,0.0,30.538260722463328,22.919458111029954,,0.420013427734375,,,,,-43.6070454719695,
25,2020-06-19,314.1700134277344,314.3800048828125,306.5299987792969,308.6400146484375,301.1424865722656,135549600,311.98999938964846,310.13089924891165,309.0874969482422,306.4242823277059,,,,,,,,,54.46058108776285,52.318491827464584,53.94743015116893,10.745277961254843,0.0,27.90795667802553,24.215084603714743,,-10.699981689453125,4.487783612859232,,,,-55.380508351422264,
26,2020-06-22,307.989990234375,311.04998779296875,306.75,310.6199951171875,303.0743408203125,74649400,310.73199768066405,310.2198257704163,309.84649658203125,306.82387402194223,,,,,,,,,56.565145962589376,51.018644281780745,53.68497377152602,-1.3217637695106954,0.0,26.55853500510969,23.044222818571136,,-12.58001708984375,4.220364477859334,,,,-47.956513331266024,
27,2020-06-23,313.489990234375,314.5,311.6099853515625,312.04998779296875,304.4696044921875,68471200,309.8579956054688,310.5525825017895,310.49499664306643,307.3215991429924,,,,,,,,,58.07221900493308,51.35608819846448,51.564408102569935,32.079245414471856,32.43337314544663,29.35705844316437,22.010056177417738,,-8.740020751953125,4.076826229669791,,,,-42.59471372191829,
