,Date,Open,High,Low,Close,Adj Close,Volume,SMA10,EMA10,SMA20,EMA20,SMA30,EMA30,SMA50,EMA50,SMA100,EMA100,SMA200,EMA200,RSI,STOCH_S,STOCH_M,CCI,ADX,ADX_D+,ADX_D-,AWS,MOM,MACD,MACD_S,STOCHRSI_K,STOCHRSI_D,WILLIAM,ULTIMATE
181,2015-08-03,210.4600067138672,211.30999755859375,206.8699951171875,207.9499969482422,183.69113159179688,515462100.0,209.41299896240236,209.41582025280098,209.7429992675781,209.0824037876017,208.72933349609374,207.99134900619717,205.80079986572267,204.66831410955118,195.34389999389649,193.34754093126136,,,49.294754067272706,48.67286380857555,55.61299299371959,-42.52642880485071,11.081853547525167,14.68853569791751,20.254919994187976,0.9223823547363281,-3.19000244140625,0.9459860127800539,1.5061543781514946,19.095395386255202,31.778716089216573,-60.28958567724894,53.665434350439384
182,2015-08-10,209.27999877929688,210.6699981689453,205.36000061035156,209.4199981689453,184.98965454101562,540645600.0,209.37799835205078,209.41657987391812,209.9269989013672,209.11455563344393,208.98899993896484,208.08351991992285,205.97499969482422,204.85465466089997,195.7447999572754,193.6658074112155,,,51.66262362851717,53.567722263687294,55.50958456566971,-60.30146579543427,11.831504508751062,13.494450188060888,20.92005706229631,1.2209118113798354,-0.350006103515625,0.8745355722357715,1.37983061696835,25.482851091819093,29.8508634094556,-45.087915573277705,57.78428401183231
183,2015-08-17,208.7100067138672,210.67999267578125,197.52000427246094,197.8300018310547,174.75167846679688,864627700.0,208.15999908447264,207.30992932067022,209.49649887084962,208.03983622369256,208.7509999593099,207.42200262386683,205.90939971923828,204.5791780793374,196.0158999633789,193.74826670665786,,,36.994070266260664,32.176334481315195,44.80564018452602,-312.61879427888385,14.05709711049262,11.088550242489575,27.8116831332397,-0.0035299862132376347,-12.17999267578125,-0.11596844742106782,1.0806708040904667,10.756929449900312,18.44505864265821,-98.0934953055278,44.13068545247362
184,2015-08-24,187.49000549316406,199.83999633789062,182.39999389648438,199.27999877929688,176.03253173828125,1650892700.0,207.00699920654296,205.84994194951142,208.9584991455078,207.20556599089298,208.74533335367838,206.89671205324942,205.91239959716796,204.37136712639463,196.3195999145508,193.85780595562102,,,39.315507905846864,37.125269365381094,40.95644203679453,-391.94390452322597,17.597327634245936,8.839390067678845,39.755821034952824,-3.4029719633214484,-11.529998779296875,-0.7750135102847935,0.7095339412154147,12.755762446638405,16.331847662785943,-45.44278102505124,55.67661874734798
185,2015-08-31,198.11000061035156,199.1300048828125,190.72999572753906,192.58999633789062,170.12294006347656,938737300.0,205.28399810791015,203.43904274739856,208.19049911499025,205.81360697632132,208.3133331298828,205.97369813612949,205.75019958496094,203.90935258566898,196.5565998840332,193.83270081467586,,,33.23174103532941,29.799480435956525,33.03369476088428,-256.88100705601477,20.884684549159726,7.984344437430783,35.91018906344886,-5.9612063688390435,-17.230010986328125,-1.8162027028938041,0.20438661239357092,3.735661259306612,9.082784385281785,-67.06528236155141,49.7163388638375
186,2015-09-07,195.94000244140625,199.47000122070312,194.25,196.74000549316406,173.78883361816406,543675700.0,204.22699890136718,202.22103597390137,207.44499969482422,204.94945445411588,207.87866668701173,205.37797603013172,205.72699981689453,203.62820171929624,196.82139999389648,193.8902712043489,,,39.487254882233515,44.613246771521936,37.17933219095319,-162.12643722757542,23.827965761645846,7.749028500850747,33.13282613440527,-8.25558790319107,-10.569992065429688,-2.2801968932306806,-0.2925300887312794,12.254723754154105,9.582049153366384,-53.652196298831576,53.28852801523562
187,2015-09-14,196.9499969482422,202.88999938964844,194.9600067138672,195.4499969482422,172.6492919921875,792543900.0,203.0239990234375,200.98993796923605,206.68149948120117,204.04474421546124,207.35233306884766,204.73746125065497,205.70559967041015,203.3074878067059,197.03199996948243,193.9211568626438,,,38.286466599613696,40.486979233450576,38.29990214697634,-121.5072024669464,25.496281659691345,10.847943255392618,30.23060497406611,-9.947410897647643,-12.029998779296875,-2.7206466198048247,-0.7781533949459885,15.402833201829871,10.46440607176354,-57.82158363926529,47.38928101011613
189,2015-09-21,196.44000244140625,197.67999267578125,190.55999755859375,192.85000610351562,171.23826599121094,666841300.0,201.06100006103514,199.5099503572869,205.74300003051758,202.97857868099024,206.7586664835612,203.97052866051695,205.75179992675783,202.89739048501215,197.20100006103516,193.89994595652246,,,35.915859005196936,40.825626117090955,41.975284040687825,-142.5912881459115,27.47178842516058,10.000905193373006,32.6954704246345,-11.708117451387295,-19.629989624023438,-3.242130471602593,-1.2709488102773094,19.058195381255192,15.5719174457464,-66.04934171063029,46.90133186824543
190,2015-09-28,191.77999877929688,195.02999877929688,186.92999267578125,195.0,173.1473388671875,843095800.0,199.76100006103516,198.68995938323474,204.87099990844726,202.21871404470545,206.34199981689454,203.39178487596746,205.88239990234376,202.58768889736461,197.38889999389647,193.92172920490816,,,39.26478133069744,39.02158953922575,40.1113982965891,-131.63239908414138,29.61151966302642,9.127716694291644,33.75362417011152,-11.395822996251724,-13.0,-3.4422436005382337,-1.7052077683294944,18.75522009651108,17.73874955986539,-59.06430603242716,50.79018513083561
191,2015-10-05,196.4600067138672,201.89999389648438,196.3300018310547,201.3300018310547,178.76792907714844,621027000.0,198.84400024414063,199.16996710102018,204.2879997253418,202.13407478626252,206.19199981689454,203.25876661500536,205.98040008544922,202.5383678359407,197.6293000793457,194.06842767275265,,,47.89778603322756,45.46245171106985,41.769889122462196,-46.13789609146346,29.835079922414725,15.83431939046667,31.250546334036024,-10.32720583747414,-9.169998168945312,-3.054842132690993,-1.9751346412017943,31.84438158136997,23.21926568637876,-38.49899712373302,60.30184231692507
192,2015-10-12,201.4199981689453,203.2899932861328,198.94000244140625,203.27000427246094,180.4905242919922,492262800.0,198.3760009765625,199.9154284049185,203.8944999694824,202.24225854685284,205.9539998372396,203.25949162516378,206.01260009765625,202.56705946090227,197.86150009155273,194.25063711037063,,,50.23258547835206,56.74683397465196,47.07695840831585,-20.960201874683435,29.729407788176875,16.60700660611634,29.752577232837307,-9.214000477510353,-4.67999267578125,-2.5617514188786856,-2.092457996737173,51.34159484496258,33.980398840947885,-32.196194919883915,55.88289402383839
193,2015-10-19,202.5,207.9499969482422,201.64999389648438,207.50999450683594,184.25538635253906,576364400.0,198.18500061035155,201.29625860526713,203.78149948120117,202.74394768589886,206.01299947102865,203.53371761752973,206.09600006103517,202.7609000509389,198.12850006103517,194.51319864297392,,,54.980880188318466,70.29458684769666,57.501290844472834,24.3096013133713,28.65419407495727,20.597151757963672,27.682938563681763,-7.846060674330772,-1.910003662109375,-1.8080001979772646,-2.0355664369851914,76.45884096819252,53.214939131508366,-18.421047413293092,62.2423135885242
194,2015-10-26,207.3000030517578,209.44000244140625,205.7899932861328,207.92999267578125,184.62828063964844,504447900.0,199.19499969482422,202.50239207263334,203.67749938964843,203.23785673255432,206.0626658121745,203.8173482664492,206.1697998046875,202.9636095656386,198.39779998779298,194.77887773273247,,,55.43446544652297,79.0885682151856,68.70999634584474,48.957564579294115,27.365828224305982,21.438432158352388,26.531426690149022,-5.089265890682441,10.099990844726562,-1.1633462513383108,-1.8611223998558153,89.81924210968461,72.53989264094658,-12.11705302126618,63.29977144530015
195,2015-11-02,208.32000732421875,211.66000366210938,208.1699981689453,210.0399932861328,186.50189208984375,466621600.0,200.2709991455078,203.87286502054235,203.63899917602538,203.88567926146655,206.0626658121745,204.21880923546104,206.23699981689452,203.24111480957953,198.68879989624023,195.0810780407206,,,57.73818668485603,87.97509908584554,79.11941804957594,75.23217831883964,25.744835751687305,23.105300894611837,25.37003647248427,-1.3999121273265018,10.759994506835938,-0.4766988512787407,-1.5842376901404005,100.0,88.75936102595907,-5.536602307904113,69.10998848276361
